0.0	0.0	0.0	1.5935807	5.6311626	5.7307615	0.0	0.0
0.0	0.0	0.0	0.50872	4.4512997	5.381399	0.0	0.0
0.11575896	0.1142318	-0.113926366	-1.0257143	3.5763626	2.6502473	0.0	0.0
-0.74036866	0.111177474	-0.08674286	-0.9891232	1.8267951	4.4646006	0.0	0.0
0.04153884	0.1337795	0.016493361	-0.51548654	1.9134612	3.3111916	0.0	0.0
0.42058071	0.12644911	-0.09193522	-1.1095808	1.9827943	1.1932783	0.0	0.0
0.42058071	0.12644911	-0.09193522	-1.2094454	0.88138247	1.4985852	0.0	0.0
0.22479841	0.0076358155	-0.026572637	-0.737713	0.63615274	2.0492887	0.0	0.0
0.39584067	0.08246681	0.064446285	-0.14580655	0.93030167	1.2793427	0.0	0.0
-0.2415972	-0.021685716	0.021380283	-0.5303633	0.8744855	1.4448538	0.0	0.0
0.20189096	0.029932396	-0.035430185	-0.1331557	0.0023970604	0.44336843	0.0	0.0
0.20189096	0.029932396	-0.035430185	0.031381488	0.3313594	-0.70258474	0.0	0.0
0.13530666	0.04886922	-0.12034045	-1.0628202	0.3723483	1.0391746	0.0	0.0
-0.18997909	0.08307768	-0.011911872	-0.52081394	-0.24608421	0.74706364	0.0	0.0
-0.021685716	-0.057726767	0.077579886	-0.26342237	-0.012992859	-0.29873848	0.0	0.0
-0.021685716	-0.057726767	0.077579886	-0.3869511	-0.15596199	1.1630535	0.0	0.0
0.32559118	0.089186326	0.10170906	-0.110363245	-0.36227465	0.06469917	0.0	0.0
-0.096516706	0.04520403	0.084910266	0.6012394	0.16986656	-0.5458331	0.0	0.0
-0.22296582	0.011911872	-0.13225232	-0.03998673	0.06694031	1.1569138	0.0	0.0
0.14721853	-0.036957346	-0.13775012	-0.53764474	0.5515461	-0.1317482	0.0	0.0
0.008857546	-0.15149458	0.023518313	0.4815961	-0.35555363	-1.3618755	0.0	0.0
-0.035124753	-0.02321288	-0.014049901	0.28567803	0.22121239	0.7722311	0.0	0.0
0.09254608	-0.030543262	-0.052534413	-0.30009723	0.45278215	0.6943989	0.0	0.0
0.08277224	0.0021380284	0.093462385	0.7099415	0.33924103	-0.7699108	0.0	0.0
0.2415972	0.0036651916	-0.015882496	0.4300472	-0.13466358	-1.0756154	0.0	0.0
0.2415972	0.0036651916	-0.015882496	0.31339204	0.36727858	0.16614151	0.0	0.0
-0.124311075	0.06505715	-0.10262536	-0.9674562	0.7228637	0.30146503	0.0	0.0
-0.28710666	-0.019242255	-0.11636983	-1.0880841	0.14925003	0.49399948	0.0	0.0
0.22418754	0.058337633	0.15607607	0.13318205	-0.46286964	-0.79232407	0.0	0.0
0.069027774	-0.111177474	-0.020463986	-0.43741703	-0.10214567	-0.31973982	0.0	0.0
0.069027774	-0.111177474	-0.020463986	-0.074121594	0.20941877	0.18091011	0.0	0.0
-0.18203785	0.105068825	0.09590584	-0.44236946	0.82641935	-1.0581188	0.0	0.0
0.06383542	-0.16768251	0.041233405	-0.32324982	0.7683954	0.40232038	0.0	0.0
-0.56382865	0.03176499	0.09773844	0.8446482	0.3772111	0.71258974	0.0	0.0
-0.12950343	-0.062002823	0.09193522	1.5338004	-0.96236944	0.19466114	0.0	0.0
-0.5421429	-0.022602014	-0.17806722	0.859291	-0.42513084	0.79162884	0.0	0.0
-0.5421429	-0.022602014	-0.17806722	0.12814736	1.0159712	1.0240364	0.0	0.0
-0.79320854	-0.16065755	3.0543262E-4	0.46260577	0.2764759	-0.04651451	0.0	0.0
-0.03573562	-0.07666359	-0.0030543262	0.6075894	0.014321804	-0.03721142	0.0	0.0
0.31948254	-0.007941248	0.008246681	1.198586	-1.2986498	-0.9644656	0.0	0.0
0.35918877	-0.053145275	-0.05497787	0.39192182	-0.36471272	-0.5953593	0.0	0.0
0.21624629	0.027794369	-0.1255328	-1.4256107	1.7231903	0.021706581	0.0	0.0
0.0033597588	0.076358154	0.084910266	0.016389728	-0.32995033	0.10930252	0.0	0.0
0.0033597588	0.076358154	0.084910266	1.0320841	-0.34057474	0.52414465	0.0	0.0
0.13836098	-0.02687807	0.013439035	-0.7985592	-0.08092356	0.7564192	0.0	0.0
-0.3472769	0.01038471	-0.14966199	-0.43964982	0.11913586	0.98820686	0.0	0.0
-0.24098633	0.0070249503	3.0543262E-4	-0.20615238	-0.9389868	0.35386372	0.0	0.0
0.36774087	0.10262536	-0.0061086523	-0.80848336	-1.2185373	-0.37579346	0.0	0.0
0.49327368	-0.070249505	0.07696902	-0.9225987	0.12841845	-0.8675809	0.0	0.0
-0.15363261	0.025961773	-0.06078109	-0.50057423	-0.7936549	1.1676664	0.0	0.0
-0.63499445	0.14110987	-0.033292156	-0.3238449	-0.24419022	1.4551115	0.0	0.0
0.067500606	0.015882496	-0.2312125	-1.4772458	-0.5554404	-1.777906	0.0	0.0
0.067500606	0.015882496	-0.2312125	-1.9326184	-0.20684767	-0.18117046	0.0	0.0
-0.021991149	0.052839845	-0.002443461	-0.64204407	-0.57153463	0.5292711	0.0	0.0
0.13530666	0.115453534	0.2837469	0.88840914	-0.48787355	0.69922924	0.0	0.0
0.5342017	-0.08002335	0.019242255	0.7183888	-0.076179504	0.4368	0.0	0.0
0.7443393	0.015577064	0.06688975	0.85818446	-0.05328226	-0.7614689	0.0	0.0
0.027183503	-0.129198	0.069027774	0.6712247	-0.56360435	-0.17247295	0.0	0.0
0.16401732	0.038179077	-0.0720821	0.8970677	0.008803844	0.5285673	0.0	0.0
0.16401732	0.038179077	-0.0720821	0.9628204	0.7042341	1.8555441	0.0	0.0
-0.47128254	-0.1591304	0.089491755	0.073064804	-0.095496655	-1.3886065	0.0	0.0
0.7107417	-0.022602014	-0.12889257	-0.42421925	-0.32922506	-1.3100834	0.0	0.0
0.073303826	0.16279559	0.08307768	0.1892643	1.3225393	0.75237274	0.0	0.0
-0.7287622	0.18051068	0.08277224	0.87924886	-1.2480636	1.0462627	0.0	0.0
-0.30268374	0.09896017	-0.038179077	0.38927978	-0.9065137	1.1894369	0.0	0.0
-0.30268374	0.09896017	-0.038179077	-0.8607774	1.5272541	0.7676754	0.0	0.0
0.37782016	0.004886922	-0.070249505	0.35333472	0.2487998	-1.5923562	0.0	0.0
